"","date","LabID","Month","LABPH","SPCOND","CA","MG","Sodium","K","NH4","SO4","NO3","CL","WSOC","LWC","Hplus","SampleVolume","TOC","Cations","Anions","CatAnRat","RPD","Ratio","HCond","Regime","PredCond","Class","SurplusNH4","HCO3Gas","pHBin","IonBalance","IonBalanceHCO3","LWCCalc","RAIN_HR","PSA","WSP","WDR","Temperature","Year","NH4Mass","SO4Mass","NO3Mass","CAMass","WSOCMass","KMass","TOCMass","CLMass","NaMass","MGMass"
"32",2009-06-19 21:00:00,"09C3044",6,4.56,14.514,0,0,0,0.51154,21.454119,22.75626,15.3506304,1.1761902,NA,0.2,2.75422870333817e-05,887,NA,49.5079460333817,39.2830806,1.26028675137514,23.0313035473735,1.26028675137514,9.6260293181669,"Linear",14.2477642248209,"Valid",-16.6527714,0.220934111029079,"(3.98,4.76]",10.2248654333817,10.0039313223526,0.2,1.225,459,3.65,258,8.81,2009,4.2908238,4.551252,3.07012608,0,NA,0.102308,NA,0.23523804,0,0
"33",2009-06-20 12:00:00,"09C3047",6,4.252,28.929,3.99224,0.82288,0,0.51154,34.814436,52.272774,27.1047168,1.0831104,NA,0.4,5.5975760149511e-05,1076,NA,96.1168561495111,80.4606012,1.19458287305851,17.7330166426869,1.19458287305851,19.5635281722541,"Linear",28.6429702298221,"Valid",-44.5630548,0.108708317406942,"(3.98,4.76]",15.6562549495111,15.5475466321041,0.08,3.5,162,2.8,202,10.3,2009,2.78515488,4.18182192,2.168377344,0.3193792,NA,0.0409232,NA,0.086648832,0,0.0658304
"34",2009-06-20 15:00:00,"09C3048",6,4.661,12.903,2.49515,0,0,0.51154,24.614028,22.525158,14.1958656,0.5895054,NA,0.447,2.182729911843e-05,420,NA,49.44801711843,37.310529,1.32530999810885,27.9799251173751,1.32530999810885,7.6286410418913,"Linear",12.4852896479573,"Valid",-12.1069956,0.278780744626804,"(3.98,4.76]",12.13748811843,11.8587073738032,0.43,3.49,961,2.65,114,9.565,2009,10.58403204,9.68581794,6.104222208,1.0729145,NA,0.2199622,NA,0.253487322,0,0
"35",2009-06-20 18:00:00,"09C3049",6,5.105,7.558,1.49709,0,0,0.51154,27.330441,13.560066,11.321856,0.6882264,NA,0.597,7.85235634610071e-06,433,NA,37.1914273461007,25.5701484,1.4544861752191,37.0331012500836,1.4544861752191,2.7443985429622,"Linear",6.8262721968622,"Valid",2.448519,0.774930534634943,"(4.76,5.53]",11.6212789461007,10.8463484114658,0.596666666666667,5.12,1214.33333333333,2.13333333333333,104.666666666667,9.51,2009,16.30716313,8.09083938,6.75537408,0.8932637,NA,0.305218866666667,NA,0.410641752,0,0
"36",2009-06-20 21:00:00,"09C3050",6,5.448,12.412,2.99418,0,0,1.02308,70.072368,20.942838,29.3013504,1.2354228,NA,0.537,3.56451133426244e-06,345,NA,77.6541393342624,51.4796112,1.50844455744962,40.5386322723085,1.50844455744962,1.24579671132472,"Non-Linear",10.5130919196887,"Valid",19.8281796,1.70711498177548,"(4.76,5.53]",26.1745281342624,24.467413152487,0.595,4.17,1353,2.3,99.5,9.205,2009,41.69305896,12.46098861,17.434303488,1.7815371,NA,0.6087326,NA,0.735076566,0,0
"37",2009-06-21 00:00:00,"09C3051",6,5.512,16.817,4.49127,0.82288,0,1.02308,100.174659,21.482076,42.2892288,1.9518552,NA,0.33,3.07609681474071e-06,563,NA,109.587985814741,65.72316,1.66741808845985,50.0422555689582,1.66741808845985,1.07509583675188,"Non-Linear",13.7139628128199,"Invalid",36.4033542,1.97816618523459,"(4.76,5.53]",43.8648258147407,41.8866596295061,0.27,3.5,509,8.6,47,9.07,2009,27.04715793,5.80016052,11.418091776,1.2126429,NA,0.2762316,NA,0.527000904,0,0.2221776
"38",2009-06-21 03:00:00,"09C3052",6,5.16,12.162,2.49515,0.82288,0,0.76731,63.918861,10.49328,27.1869696,1.5569712,NA,0.383,6.91830970918936e-06,484,NA,74.9225107091894,39.2372208,1.90947547205457,62.518174206317,1.90947547205457,2.41794924336168,"Non-Linear",10.2659863155977,"Valid",26.2386114,0.879554538205389,"(4.76,5.53]",35.6852899091894,34.805735370984,0.35,5.43,514,8.4,40,9.245,2009,22.37160135,3.672648,9.51543936,0.8733025,NA,0.2685585,NA,0.54493992,0,0.288008
"39",2009-06-21 06:00:00,"09C3053",6,5.053,6.767,0.99806,0,0,0.51154,22.507422,8.783958,7.8898176,0.7389972,NA,0.52,8.85115609830836e-06,971,NA,32.8681780983084,17.4127728,1.88759013144123,61.4761854029628,1.88759013144123,3.09347905635877,"Linear",6.16770277527477,"Valid",5.8336464,0.68748428271318,"(4.76,5.53]",15.4554052983084,14.7679210155952,0.54,3.98,672,7.9,47.5,10.365,2009,12.15400788,4.74333732,4.260501504,0.5389524,NA,0.2762316,NA,0.399058488,0,0
"40",2009-06-21 09:00:00,"09C3054",6,4.593,12.442,0.99806,0,0.43498,0.51154,17.850714,20.572242,11.0621952,1.5428682,NA,0.557,2.55270130266125e-05,1751,NA,45.3223070266125,33.1773054,1.36606353289356,30.9428320756782,1.36606353289356,8.92169105280106,"Linear",12.9065756058631,"Valid",-13.7837232,0.238376134923586,"(3.98,4.76]",12.1450016266125,11.9066254916889,0.585,8.73,763.5,6.15,51.5,11.13,2009,10.44266769,12.03476157,6.471384192,0.5838651,NA,0.2992509,NA,0.902577897,0.2544633,0
"41",2009-06-21 12:00:00,"09C3055",6,4.613,18.909,0.99806,0.82288,2.60988,1.27885,60.537204,44.182122,22.7775744,4.6201428,NA,0.56,2.43781081836875e-05,1340,NA,90.6249821836875,71.5798392,1.26606853544996,23.4828321639554,1.26606853544996,8.52014881019878,"Linear",18.8127955466028,"Valid",-6.4224924,0.24961045605252,"(3.98,4.76]",19.0451429836875,18.795532527635,0.54,3.5,990,4.15,66,11.415,2009,32.69009016,23.85834588,12.299890176,0.5389524,NA,0.690579,NA,2.494877112,1.4093352,0.4443552
"42",2009-06-21 18:00:00,"09C3057",6,6.319,13.043,1.49709,0.82288,1.73992,2.30193,81.270642,11.174094,14.6958336,2.1380148,NA,0.55,4.79733448636689e-07,686,NA,88.1121954486367,28.0079424,3.14597174580867,103.520808986608,3.14597174580867,0.167666840298523,"Non-Linear",8.63785102833452,"Invalid",55.4007144,12.6841910204936,"(6.3,7.08]",60.1042530486367,47.4200620281431,0.55,2.78,1017.66666666667,11.5,46,12.42,2009,44.6988531,6.1457517,8.08270848,0.8233995,NA,1.2660615,NA,1.17590814,0.956956,0.452584
"43",2009-06-21 21:00:00,"09C3058",6,6.006,15.676,6.48739,4.93728,16.96422,3.58078,81.658701,21.773556,18.6729984,15.4512468,NA,0.51,9.8627948563121e-07,1453,NA,114.614650485631,55.8978012,2.0504321820378,68.8710398626908,2.0504321820378,0.344704680228108,"Non-Linear",12.3658177795721,"Invalid",41.2121466,6.16968191073501,"(5.53,6.3]",58.7168492856312,52.5471673748962,0.43,2.75,802.5,11.4,68,11.145,2009,35.11324143,9.36262908,8.029389312,2.7895777,NA,1.5397354,NA,6.644036124,7.2946146,2.1230304
"44",2009-06-22 00:00:00,"09C3059",6,5.262,11.331,5.98836,6.58304,21.749,2.5577,33.317637,16.851708,11.9234304,21.069882,NA,0.647,5.47015962893972e-06,1349,NA,75.6658966289397,49.8450204,1.51802318509914,41.1452275868338,1.51802318509914,1.91182079031443,"Non-Linear",10.1556534868984,"Valid",4.5424986,1.11240459405156,"(4.76,5.53]",25.8208762289397,24.7084716348882,0.52,4.43,654,11.4,54,9.51,2009,17.32517124,8.76288816,6.200183808,3.1139472,NA,1.330004,NA,10.95633864,11.30948,3.4231808
"45",2009-06-22 03:00:00,"09C3060",6,5.094,8.999,2.99418,4.93728,16.52924,1.53462,19.901883,14.424096,8.0430336,15.7643334,NA,0.817,8.05378441199066e-06,1327,NA,53.9509874119907,38.231463,1.41116722140585,34.1052431167439,1.41116722140585,2.81479765199074,"Non-Linear",8.59308345263674,"Valid",-2.5652466,0.755549241219864,"(4.76,5.53]",15.7195244119907,14.9639751707708,0.816666666666667,4.47333333333333,937.333333333333,11.9666666666667,34.6666666666667,8.66666666666667,2009,16.25320445,11.7796784,6.56847744,2.445247,NA,1.253273,NA,12.87420561,13.4988793333333,4.032112
"46",2009-06-22 06:00:00,"09C3061",6,4.882,11.321,2.99418,6.58304,21.749,1.53462,18.904017,23.268432,10.4961024,23.1458436,NA,0.66,1.3121998990192e-05,2241,NA,64.886855990192,56.910378,1.14015858390876,13.0979624559197,1.14015858390876,4.58613864707212,"Linear",12.0870609129361,"Valid",-14.8605174,0.463727417291842,"(4.76,5.53]",7.97647799019203,7.51275057290019,0.66,3.44333333333333,779.333333333333,14.8,41.6666666666667,7.85,2009,12.47665122,15.35716512,6.927427584,1.9761588,NA,1.0128492,NA,15.276256776,14.35434,4.3448064
"47",2009-06-22 09:00:00,"09C3062",6,5.944,11.311,1.49709,3.29152,18.26916,1.53462,49.616115,22.000494,11.7669888,18.5426244,NA,0.77,1.13762728582343e-06,2481,NA,75.3461322858234,52.3101072,1.44037426644431,36.0907154693079,1.44037426644431,0.397600736395289,"Non-Linear",9.35427576248329,"Valid",15.8486322,5.34887900216236,"(5.53,6.3]",23.0360250858234,17.6871460836611,0.77,2.12,984.333333333333,13.6333333333333,30.6666666666667,7.79333333333333,2009,38.20440855,16.94038038,9.060581376,1.1527593,NA,1.1816574,NA,14.277820788,14.0672532,2.5344704
